O*NET-SOC Code,Title,technical_composition,cognitive_skills,social_skills,operations_skills,maintenance_skills,management_skills,technical_skills,AI_Benefit_Classification,AI_Benefit_Score
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,0.11881320443711856,3.2485714285714287,3.455,2.5925,1.9375,2.895,1.905,Minimal AI Benefit,1.3149890726727724
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",0.12800819252432155,2.91,3.498333333333333,2.405,1.0625,2.8966666666666665,1.875,Low AI Benefit,1.314612007168459
37-2021.00,Pest Control Workers,0.11740540540540541,3.0700000000000003,3.145,2.78,1.905,2.706666666666667,1.81,Minimal AI Benefit,1.3145022522522525
43-5071.00,"Shipping, Receiving, and Inventory Clerks",0.13789581205311544,2.5199999999999996,2.6683333333333334,2.0925,1.0625,2.206666666666667,1.6875,Minimal AI Benefit,1.3127603421859042
27-4012.00,Broadcast Technicians,0.13825693845005926,3.105714285714286,2.606666666666666,3.095,2.655,2.561666666666667,2.25,Minimal AI Benefit,1.3119945226704455
29-2031.00,Cardiovascular Technologists and Technicians,0.14390139792978338,3.0700000000000003,3.0400000000000005,3.03,1.9375,2.293333333333333,2.2475,Low AI Benefit,1.3099465594209088
39-3011.00,Gambling Dealers,0.13646931184128952,2.25,2.7900000000000005,1.4675,1.03,1.7483333333333335,1.4675,Low AI Benefit,1.30918425811118
53-2021.00,Air Traffic Controllers,0.13213680373354386,3.694285714285715,3.1666666666666674,2.625,1.155,2.7083333333333335,2.0325,Minimal AI Benefit,1.3034252416388323
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",0.1218724836596566,3.2114285714285713,3.2283333333333335,2.8425,2.0,3.1283333333333334,2.0,Low AI Benefit,1.3023275023326075
27-2012.03,Media Programming Directors,0.10909817503663247,3.678571428571429,3.436666666666667,2.065,1.0,3.355,1.6575,Minimal AI Benefit,1.301611469771071
31-1122.00,Personal Care Aides,0.12179219893104888,2.7157142857142853,3.1266666666666665,2.065,1.0,2.125,1.53,Low AI Benefit,1.2965346010205758
11-3013.00,Facilities Managers,0.11690599357830896,3.197142857142857,3.268333333333333,2.6575,2.0,3.0216666666666665,1.8725,Minimal AI Benefit,1.296415025143129
31-1131.00,Nursing Assistants,0.13144345091873832,2.607142857142857,2.8533333333333335,2.0,1.0625,2.0,1.5925,Low AI Benefit,1.293379459167965
51-8012.00,Power Distributors and Dispatchers,0.1313511386552555,3.0871428571428576,2.726666666666667,2.8425,1.5,2.4583333333333335,1.9075,Minimal AI Benefit,1.2928896995791088
33-3051.00,Police and Sheriff's Patrol Officers,0.12113728037191496,3.0871428571428576,3.52,2.125,1.0925,2.418333333333333,1.6875,Low AI Benefit,1.2920578622540835
25-1122.00,"Communications Teachers, Postsecondary",0.13539011378866317,3.552857142857143,3.2283333333333335,1.2825,1.0,2.686666666666667,1.84,High AI Benefit,1.2906630173079403
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,0.12954184088098464,3.0157142857142856,2.688333333333333,2.97,2.78,2.6233333333333335,2.095,Minimal AI Benefit,1.289658347845351
47-4099.03,Weatherization Installers and Technicians,0.12936157245162275,2.9299999999999997,2.855,3.03,2.72,2.75,2.1225,Minimal AI Benefit,1.2873905035806796
25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",0.14704211229946523,3.4642857142857144,3.456666666666667,1.47,1.095,2.6666666666666665,2.095,High AI Benefit,1.28730215495289
41-2011.00,Cashiers,0.13699863301437,2.1242857142857146,2.668333333333333,1.535,1.0,1.9166666666666667,1.4675,Low AI Benefit,1.2869416441217238
39-5094.00,Skincare Specialists,0.11096154618877326,2.8042857142857143,2.895,1.7525,1.1875,1.8966666666666665,1.315,Low AI Benefit,1.2850201735654683
47-1011.03,Solar Energy Installation Managers,0.12117217383787522,3.0885714285714285,3.311666666666667,2.8425,2.0925,3.188333333333333,2.0025,Minimal AI Benefit,1.2815371322420872
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,0.09647430275390283,2.91,3.081666666666667,2.3425,1.75,2.793333333333333,1.375,Low AI Benefit,1.28141005963866
41-9041.00,Telemarketers,0.11939742051240226,2.127142857142857,3.1033333333333335,1.1225,1.0,1.6450000000000002,1.22,Low AI Benefit,1.280093352745789
25-1071.00,"Health Specialties Teachers, Postsecondary",0.14918277077370676,3.661428571428571,3.2483333333333335,1.78,1.465,2.6916666666666664,2.2525,High AI Benefit,1.2797051738984497
43-5031.00,Public Safety Telecommunicators,0.12424357513609319,3.052857142857143,3.3966666666666665,2.155,1.435,2.313333333333333,1.7525,Low AI Benefit,1.2771084653572784
29-2055.00,Surgical Technologists,0.12482345566188076,2.981428571428572,2.893333333333333,2.97,2.22,2.73,1.9675,Minimal AI Benefit,1.2770309043403925
17-3029.01,Non-Destructive Testing Specialists,0.14566923304708318,3.0342857142857147,2.77,3.3125,2.06,2.561666666666667,2.3425,Low AI Benefit,1.2768720775695535
29-2035.00,Magnetic Resonance Imaging Technologists,0.14261291567859702,2.91,2.956666666666667,3.0275,1.625,2.436666666666667,2.155,Minimal AI Benefit,1.2768118715417565
29-2057.00,Ophthalmic Medical Technicians,0.13614766928156635,2.642857142857143,2.6650000000000005,2.1225,1.78,1.893333333333333,1.75,Minimal AI Benefit,1.2748977948664346
35-2015.00,"Cooks, Short Order",0.12307799832261672,2.5,2.75,1.935,1.0625,2.2083333333333335,1.4675,Low AI Benefit,1.2745646607958252
13-1032.00,"Insurance Appraisers, Auto Damage",0.12224141239685284,2.6799999999999997,2.815,2.22,1.405,2.315,1.5925,Low AI Benefit,1.2744699433889848
25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",0.13936918347580746,3.4642857142857144,3.5416666666666665,1.4075,1.0,2.7516666666666665,1.97,High AI Benefit,1.2711969040700883
33-2011.00,Firefighters,0.12169386192271442,3.144285714285714,3.186666666666667,3.0,2.3475,2.5216666666666665,1.9675,Low AI Benefit,1.2707916119675957
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,0.10668744294974046,2.9457142857142857,2.9399999999999995,2.06,1.465,2.1233333333333335,1.3775,Minimal AI Benefit,1.2701262884193298
31-1133.00,Psychiatric Aides,0.12534652928906187,2.9642857142857144,3.355,2.0,1.0,2.2116666666666664,1.6525,Low AI Benefit,1.2699926144164784
43-5011.00,Cargo and Freight Agents,0.11747240268806194,2.6785714285714284,2.9166666666666665,2.0625,1.465,2.1650000000000005,1.5025,Minimal AI Benefit,1.2662545998844073
27-2022.00,Coaches and Scouts,0.1069276550328706,3.821428571428571,3.98,2.03,1.22,3.293333333333333,1.7175,Minimal AI Benefit,1.2648956021388564
45-4023.00,Log Graders and Scalers,0.13660402637238656,2.7328571428571427,2.706666666666667,2.5325,1.4375,2.2516666666666665,1.845,Minimal AI Benefit,1.2639950446843051
51-1011.00,First-Line Supervisors of Production and Operating Workers,0.11053365913436339,3.337142857142857,3.25,2.78,1.935,3.0416666666666665,1.7825,Low AI Benefit,1.2628618545893195
25-2021.00,"Elementary School Teachers, Except Special Education",0.1449241943851963,3.5700000000000003,3.688333333333333,1.4375,1.125,2.5400000000000005,2.095,Moderate AI Benefit,1.2624846803481873
31-1121.00,Home Health Aides,0.12143889786546476,2.8214285714285716,3.206666666666667,1.8125,1.0,2.2283333333333335,1.53,Low AI Benefit,1.2618099520529362
35-3031.00,Waiters and Waitresses,0.11477047943389686,2.557142857142857,3.02,1.78,1.0,1.9783333333333335,1.34,Low AI Benefit,1.25464905897102
51-8011.00,Nuclear Power Reactor Operators,0.14038891523815977,3.2157142857142853,2.9599999999999995,3.5625,1.125,2.73,2.22,Low AI Benefit,1.2535397747621306
41-2031.00,Retail Salespersons,0.12991714631374418,2.6957142857142857,3.418333333333333,1.9375,1.0,2.25,1.6875,Low AI Benefit,1.250513583526676
25-1065.00,"Political Science Teachers, Postsecondary",0.1312082822503746,3.5014285714285713,3.2066666666666666,1.1575,1.0,2.523333333333333,1.72,High AI Benefit,1.2500027974001204
29-2099.01,Neurodiagnostic Technologists,0.13048627395248583,2.995714285714286,2.768333333333334,2.97,1.875,2.5016666666666665,1.9675,Minimal AI Benefit,1.2485055302622718
33-3011.00,Bailiffs,0.10721024823884603,2.642857142857143,2.94,1.6575,1.0,1.8983333333333337,1.2175,Low AI Benefit,1.2479918212169137
19-4099.01,Quality Control Analysts,0.14814127256694667,3.0357142857142856,2.625,3.25,1.845,2.355,2.28,Minimal AI Benefit,1.2466730254128848
43-9022.00,Word Processors and Typists,0.1561876508132162,2.2857142857142856,2.3316666666666666,1.8125,1.185,2.0016666666666665,1.78,Low AI Benefit,1.2416686826081613
47-2031.00,Carpenters,0.12506048922121102,2.894285714285714,2.7283333333333335,2.8149999999999995,2.4075,2.5,1.9075,Minimal AI Benefit,1.239324807512334
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",0.12352765236216548,3.018571428571428,3.0416666666666665,3.25,2.53,2.811666666666667,2.065,Low AI Benefit,1.236156307077103
47-2022.00,Stonemasons,0.1160650356795199,2.908571428571429,2.981666666666666,2.6899999999999995,2.0,2.5,1.7175,Minimal AI Benefit,1.2330788153545102
13-1074.00,Farm Labor Contractors,0.11813103495504661,2.4828571428571427,2.768333333333334,2.095,1.03,2.355,1.4375,Minimal AI Benefit,1.2307145747236155
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",0.10504951104003936,2.8385714285714285,2.813333333333333,1.75,1.22,1.7716666666666665,1.22,Low AI Benefit,1.230316145782995
19-4051.00,Nuclear Technicians,0.14181523500810372,3.107142857142857,2.895,3.47,2.44,2.4599999999999995,2.375,Low AI Benefit,1.2251390368140773
11-3051.00,Industrial Production Managers,0.1191161285881462,3.6957142857142857,3.331666666666667,2.81,1.81,3.5866666666666664,2.06,Minimal AI Benefit,1.2241683548204165
25-1125.00,"History Teachers, Postsecondary",0.11849303938031526,3.5714285714285716,3.2483333333333335,1.1575,1.0,2.6466666666666665,1.5625,High AI Benefit,1.2240411140215794
53-4031.00,Railroad Conductors and Yardmasters,0.1148279189449984,3.107142857142857,2.981666666666666,2.97,1.03,2.688333333333333,1.6575,Minimal AI Benefit,1.2230584305932084
25-2057.00,"Special Education Teachers, Middle School",0.13156346267003566,3.4642857142857144,3.6666666666666665,1.22,1.03,2.5666666666666664,1.81,Moderate AI Benefit,1.2203768812498867
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",0.13420962834475503,3.5328571428571434,3.02,3.935000000000001,1.2175,2.793333333333333,2.2475,Low AI Benefit,1.2192396515875947
25-1081.00,"Education Teachers, Postsecondary",0.13429909018637928,3.605714285714286,3.188333333333333,1.125,1.0,2.7483333333333335,1.81,Moderate AI Benefit,1.2145587204142323
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",0.13438055620785666,3.5714285714285716,3.2466666666666666,1.6575,1.0,2.811666666666667,1.9075,High AI Benefit,1.2143974229179748
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",0.11471453525788358,3.2485714285714287,2.7900000000000005,3.0625,2.095,2.5600000000000005,1.7825,Minimal AI Benefit,1.2137687305454499
39-3092.00,Costume Attendants,0.10944402597666986,2.447142857142857,2.8333333333333335,1.875,1.03,2.23,1.28,Low AI Benefit,1.2120064718707253
25-2058.00,"Special Education Teachers, Secondary School",0.14075638786204656,3.5171428571428573,3.688333333333333,1.625,1.03,2.73,2.0625,Moderate AI Benefit,1.2115580718028773
53-2031.00,Flight Attendants,0.12324099198586483,2.91,3.313333333333333,2.125,1.0,2.23,1.6275,Minimal AI Benefit,1.2114684719505269
33-9032.00,Security Guards,0.119810354938425,2.731428571428572,2.7916666666666665,2.0925,1.03,1.8966666666666665,1.435,Minimal AI Benefit,1.2086100518082974
53-7065.00,Stockers and Order Fillers,0.13248817069904473,2.358571428571428,2.5216666666666665,2.1575,1.185,2.188333333333333,1.59,Minimal AI Benefit,1.2083514545895135
51-3021.00,Butchers and Meat Cutters,0.11572380190400848,2.608571428571428,2.8333333333333335,2.375,1.435,2.4583333333333335,1.5325,Minimal AI Benefit,1.20788449714022
43-9081.00,Proofreaders and Copy Markers,0.13529101373157773,2.377142857142857,1.9383333333333332,1.345,1.0,1.7283333333333335,1.3125,Low AI Benefit,1.206845929012903
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,0.1432078559738134,3.1785714285714284,2.5016666666666665,3.75,3.2775,2.6233333333333335,2.5625,Low AI Benefit,1.204995353051204
51-5111.00,Prepress Technicians and Workers,0.12610804200227724,2.7857142857142856,2.7916666666666665,2.6225000000000005,1.905,2.23,1.78,Minimal AI Benefit,1.2036400517698749
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",0.12383698073646968,3.5342857142857147,3.2083333333333335,1.3425,1.1875,2.6666666666666665,1.6875,High AI Benefit,1.200709194482406
33-3012.00,Correctional Officers and Jailers,0.11457878655608904,3.1257142857142854,3.355,2.31,1.435,2.331666666666667,1.625,Minimal AI Benefit,1.1995376577082164
47-2231.00,Solar Photovoltaic Installers,0.12453997426113655,2.855714285714286,2.6233333333333335,2.965,2.8425,2.561666666666667,1.97,Minimal AI Benefit,1.1993184813425495
45-2021.00,Animal Breeders,0.15388698008324256,2.712857142857143,2.2516666666666665,2.53,1.095,2.2283333333333335,1.9675,Minimal AI Benefit,1.1986103826723016
25-1123.00,"English Language and Literature Teachers, Postsecondary",0.12831193725866055,3.4285714285714284,3.3100000000000005,1.125,1.0,2.3966666666666665,1.6575,Moderate AI Benefit,1.1966929708815024
27-1012.00,Craft Artists,0.12990702943768095,2.768571428571428,2.4783333333333335,2.22,1.785,2.268333333333333,1.72,Minimal AI Benefit,1.192484126841407
35-2012.00,"Cooks, Institution and Cafeteria",0.11732347758820749,2.8214285714285716,2.811666666666667,2.78,1.1875,2.625,1.625,Minimal AI Benefit,1.1913226477492025
51-9071.00,Jewelers and Precious Stone and Metal Workers,0.11306329750004487,2.608571428571428,2.73,2.2825,1.8125,2.3333333333333335,1.5,Minimal AI Benefit,1.1912810650596808
51-9081.00,Dental Laboratory Technicians,0.12719617033008346,2.857142857142857,2.5866666666666664,2.75,1.97,2.273333333333333,1.8125,Minimal AI Benefit,1.1903473104410063
47-2044.00,Tile and Stone Setters,0.12789489378236002,2.5357142857142856,2.561666666666667,2.3425,1.905,2.145,1.685,Minimal AI Benefit,1.1886440330001649
47-2111.00,Electricians,0.11725551139411108,3.1242857142857146,2.875,3.3425,3.1875,2.7533333333333325,2.03,Minimal AI Benefit,1.1876323851174841
27-2012.05,Media Technical Directors/Managers,0.10867469153471837,3.3757142857142854,3.231666666666667,2.8425,1.845,2.7916666666666665,1.7175,Low AI Benefit,1.187498325133419
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",0.1312471484541906,2.8742857142857146,2.668333333333333,3.22,2.9350000000000005,2.5833333333333335,2.1575,Minimal AI Benefit,1.185644781494429
35-3023.00,Fast Food and Counter Workers,0.1289624003515159,2.2142857142857144,2.645,1.9675,1.0,2.0849999999999995,1.4675,Low AI Benefit,1.1840648298017342
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",0.1364245742985013,3.052857142857143,2.795,3.595,3.4075,2.563333333333333,2.435,Minimal AI Benefit,1.179866962425707
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",0.12781998576388384,2.7485714285714287,2.7083333333333335,3.03,3.285,2.523333333333333,2.095,Minimal AI Benefit,1.179846140649784
47-2021.00,Brickmasons and Blockmasons,0.13091256158694398,2.7142857142857144,2.52,2.655,1.935,2.2083333333333335,1.8125,Minimal AI Benefit,1.1798070607923994
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",0.12835643031502875,2.8757142857142854,2.335,2.19,1.25,2.1466666666666665,1.59,Minimal AI Benefit,1.1790094108645053
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",0.14717147502135514,3.1785714285714284,3.3349999999999995,1.25,1.0,2.2900000000000005,1.9075,Moderate AI Benefit,1.1788680197176002
35-3041.00,"Food Servers, Nonrestaurant",0.1271493259342541,2.2857142857142856,2.52,2.06,1.06,2.1483333333333334,1.4675,Minimal AI Benefit,1.1742428788651273
39-2021.00,Animal Caretakers,0.13589816526809842,2.41,2.4583333333333335,1.845,1.3725,2.04,1.5925,Low AI Benefit,1.1715185784383446
43-2011.00,"Switchboard Operators, Including Answering Service",0.11859574187014245,2.3757142857142854,2.686666666666667,1.7175,1.0,1.7516666666666665,1.2825,Minimal AI Benefit,1.1708053346407368
27-4014.00,Sound Engineering Technicians,0.11876901474373977,2.855714285714286,2.8333333333333335,2.9375,2.28,2.5416666666666665,1.8125,Minimal AI Benefit,1.1702451230316606
27-4011.00,Audio and Video Technicians,0.11086223670218784,3.052857142857143,2.8733333333333335,3.0325,2.47,2.606666666666666,1.75,Minimal AI Benefit,1.168982114171943
51-6093.00,Upholsterers,0.11532440424421637,2.91,2.648333333333333,2.6899999999999995,2.155,2.311666666666667,1.6575,Minimal AI Benefit,1.1675104148547575
29-2092.00,Hearing Aid Specialists,0.12234177474123473,2.888571428571429,3.206666666666667,2.435,1.8425,2.3966666666666665,1.78,Low AI Benefit,1.166172402070512
51-9082.00,Medical Appliance Technicians,0.12534503855894824,3.127142857142857,3.0416666666666665,3.405,2.5625,2.5,2.0975,Low AI Benefit,1.1657016825753665
53-2012.00,Commercial Pilots,0.12885607882235645,3.4257142857142857,2.855,3.7175,1.565,2.5833333333333335,2.0925,Low AI Benefit,1.1654665139734859
35-2014.00,"Cooks, Restaurant",0.12116298363375819,2.5342857142857147,2.5233333333333334,2.4375,1.1875,2.4150000000000005,1.53,Minimal AI Benefit,1.1650585379562493
53-6051.01,Aviation Inspectors,0.1230176171776489,3.2328571428571427,2.92,3.4375,2.3775,2.5216666666666665,2.0325,Low AI Benefit,1.16273427916939
47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",0.12075016114345351,2.591428571428571,2.5666666666666664,2.0625,1.155,1.855,1.405,Minimal AI Benefit,1.1618160401925635
33-9093.00,Transportation Security Screeners,0.11188561992090738,2.8228571428571425,3.0,2.53,1.625,2.186666666666667,1.5325,Minimal AI Benefit,1.1555222887707948
41-2022.00,Parts Salespersons,0.12217444717444716,2.6799999999999997,3.231666666666667,2.0925,1.72,2.1850000000000005,1.6575,Low AI Benefit,1.155485565110565
39-5093.00,Shampooers,0.12093291102792972,2.1771428571428575,2.5416666666666665,1.5625,1.095,1.71,1.25,Low AI Benefit,1.1553842362168019
41-2012.00,Gambling Change Persons and Booth Cashiers,0.12227161338120475,2.358571428571429,2.77,2.1875,1.56,2.125,1.5325,Minimal AI Benefit,1.154718503977074
17-3029.08,Photonics Technicians,0.1456503871609638,2.947142857142857,2.4783333333333335,3.1900000000000004,2.97,2.5216666666666665,2.405,Minimal AI Benefit,1.1546454026824207
47-2152.00,"Plumbers, Pipefitters, and Steamfitters",0.12381887068060438,2.802857142857143,2.561666666666667,3.0,2.8425,2.5033333333333334,1.9375,Minimal AI Benefit,1.153455333096401
51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",0.1230782028691779,2.802857142857143,2.5649999999999995,3.005,2.91,2.5216666666666665,1.9375,Minimal AI Benefit,1.1531963290897416
53-6021.00,Parking Attendants,0.12264860033315728,2.357142857142857,2.6899999999999995,2.0275,1.25,1.9583333333333333,1.4375,Minimal AI Benefit,1.1520974821184315
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",0.13984443970897137,2.7857142857142856,2.5416666666666665,3.2175,2.535,2.375,2.1875,Minimal AI Benefit,1.1508424437433047
47-2041.00,Carpet Installers,0.12240908690675355,2.6785714285714284,2.625,2.5600000000000005,1.815,2.186666666666667,1.655,Minimal AI Benefit,1.146907994649828
33-1012.00,First-Line Supervisors of Police and Detectives,0.1086054483131878,3.607142857142857,3.731666666666667,2.28,1.375,3.1233333333333335,1.72,Minimal AI Benefit,1.1458214500485382
25-2051.00,"Special Education Teachers, Preschool",0.1378929950358522,3.34,3.375,1.5025,1.03,2.475,1.875,Moderate AI Benefit,1.1431254826254829
53-3031.00,Driver/Sales Workers,0.12078220858895705,2.5357142857142856,2.77,2.3125,1.2175,2.0833333333333335,1.5,Minimal AI Benefit,1.143082968156588
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",0.11888443467390836,2.9457142857142857,2.7916666666666665,3.125,3.28,2.4583333333333335,1.97,Minimal AI Benefit,1.1417740927872506
25-9044.00,"Teaching Assistants, Postsecondary",0.15470770266353784,2.962857142857143,2.936666666666667,1.7175,1.0,2.1466666666666665,1.97,Moderate AI Benefit,1.138607911703335
33-3041.00,Parking Enforcement Workers,0.11419249592169659,2.6257142857142854,2.9166666666666665,2.3425,1.6875,2.063333333333333,1.5,Minimal AI Benefit,1.1368523071545096
51-8013.03,Biomass Plant Technicians,0.13384390416826683,2.962857142857143,2.77,3.4075,2.405,2.4166666666666665,2.1575,Minimal AI Benefit,1.132376283636553
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",0.11091549295774648,2.8042857142857143,3.0,2.5325,1.8425,2.0850000000000004,1.53,Minimal AI Benefit,1.1260256539235414
27-4031.00,"Camera Operators, Television, Video, and Film",0.11029974726061793,2.891428571428572,2.8349999999999995,2.755,2.0925,2.2916666666666665,1.595,Minimal AI Benefit,1.1217395916026391
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",0.11841005081148295,2.2671428571428573,2.8350000000000004,1.875,1.0,1.8133333333333332,1.315,Low AI Benefit,1.1203875587925713
39-6011.00,Baggage Porters and Bellhops,0.11119668816790218,2.447142857142857,2.7716666666666665,2.19,1.435,2.1466666666666665,1.375,Minimal AI Benefit,1.1181407895400386
29-2034.00,Radiologic Technologists and Technicians,0.12888819692549738,2.7514285714285713,2.936666666666667,2.9975000000000005,1.72,2.25,1.8725,Minimal AI Benefit,1.117424165429717
51-7032.00,"Patternmakers, Wood",0.1417096771555003,2.838571428571428,2.2083333333333335,2.905,2.185,2.355,2.0625,Minimal AI Benefit,1.1145017271871083
43-5041.00,"Meter Readers, Utilities",0.12826704545454545,2.5728571428571425,2.625,2.66,1.685,2.1466666666666665,1.72,Minimal AI Benefit,1.112732278138528
49-9062.00,Medical Equipment Repairers,0.1341806029439583,2.802857142857143,2.6033333333333335,3.41,3.4375,2.4583333333333335,2.28,Minimal AI Benefit,1.1111797293514734
47-3012.00,Helpers--Carpenters,0.11334810612266014,2.642857142857143,2.5,2.44,2.5325,2.1266666666666665,1.565,Minimal AI Benefit,1.1105159904769295
49-2091.00,Avionics Technicians,0.1227200539005727,3.0700000000000003,2.795,3.47,3.3774999999999995,2.4783333333333335,2.125,Minimal AI Benefit,1.1101868553186713
51-8013.04,Hydroelectric Plant Technicians,0.13365686191404594,2.962857142857143,2.6233333333333335,3.5024999999999995,3.095,2.4166666666666665,2.2525,Minimal AI Benefit,1.1101383024134468
49-9095.00,Manufactured Building and Mobile Home Installers,0.10333086401294013,3.3057142857142856,3.1650000000000005,3.5925,2.8100000000000005,2.8333333333333335,1.81,Low AI Benefit,1.1067532621405287
51-2051.00,Fiberglass Laminators and Fabricators,0.12768338060419976,2.642857142857143,2.608333333333333,2.8149999999999995,1.655,2.2516666666666665,1.7525,Minimal AI Benefit,1.106731117828985
41-9012.00,Models,0.1374288745298486,1.84,2.105,1.03,1.0,1.4783333333333335,1.1875,Low AI Benefit,1.1057927275211368
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",0.11932431737543064,2.6257142857142854,2.606666666666666,2.6575,2.095,2.248333333333333,1.6575,Minimal AI Benefit,1.1054386822425786
51-9195.03,"Stone Cutters and Carvers, Manufacturing",0.1327806931284521,2.642857142857143,2.31,2.345,1.8125,2.1233333333333335,1.72,Minimal AI Benefit,1.1046133783305347
47-2152.04,Solar Thermal Installers and Technicians,0.11812509380963615,2.8385714285714285,2.8766666666666665,3.1575,3.3774999999999995,2.438333333333333,1.9675,Minimal AI Benefit,1.1024556854765835
33-9091.00,Crossing Guards and Flaggers,0.11668771423416922,2.3057142857142856,2.436666666666667,1.3125,1.0,1.6883333333333332,1.155,Low AI Benefit,1.1020022379148304
51-9151.00,Photographic Process Workers and Processing Machine Operators,0.128052684533065,2.7485714285714287,2.8983333333333334,3.22,2.315,2.436666666666667,2.0,Minimal AI Benefit,1.1015772530085848
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",0.11298505079290985,2.0357142857142856,2.686666666666667,1.3425,1.03,1.5016666666666667,1.095,Low AI Benefit,1.1005429158704225
37-2012.00,Maids and Housekeeping Cleaners,0.11113159464295395,2.1571428571428575,2.5600000000000005,1.875,1.0625,2.1033333333333335,1.22,Minimal AI Benefit,1.09741296220272
53-6061.00,Passenger Attendants,0.12024891174150572,2.4271428571428575,3.168333333333333,2.2825,1.0,1.876666666666667,1.47,Low AI Benefit,1.0971569053809844
49-2098.00,Security and Fire Alarm Systems Installers,0.12121911798660817,2.822857142857143,2.563333333333333,3.03,2.845,2.331666666666667,1.875,Minimal AI Benefit,1.0967311986674146
51-8031.00,Water and Wastewater Treatment Plant and System Operators,0.13752185314685317,2.872857142857143,2.563333333333333,3.565,2.5925,2.5016666666666665,2.2475,Minimal AI Benefit,1.0956657717282718
51-8092.00,Gas Plant Operators,0.1305538039244779,2.9828571428571427,2.6666666666666665,3.53,2.2525,2.52,2.095,Minimal AI Benefit,1.0952359327832917
49-9099.01,Geothermal Technicians,0.12783381533469704,2.9257142857142857,2.668333333333333,3.5325,3.03,2.563333333333333,2.1575,Minimal AI Benefit,1.0888052584333443
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",0.12291743119266053,3.622857142857143,3.105,1.155,1.0,2.4983333333333335,1.595,Moderate AI Benefit,1.0835919615552643
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",0.12924568219409932,2.9285714285714284,2.5,3.3774999999999995,2.25,2.418333333333333,2.0,Minimal AI Benefit,1.0799194114888717
45-4011.00,Forest and Conservation Workers,0.13020908435472242,2.712857142857142,2.4599999999999995,2.4025,1.8725,2.0416666666666665,1.72,Minimal AI Benefit,1.0795294142891474
25-2023.00,"Career/Technical Education Teachers, Middle School",0.13416028213547365,3.5014285714285713,3.356666666666667,1.94,1.3125,2.6033333333333335,1.97,Moderate AI Benefit,1.079084796997967
51-8091.00,Chemical Plant and System Operators,0.12825068289324656,3.1242857142857146,2.5416666666666665,3.655,2.155,2.543333333333333,2.0625,Minimal AI Benefit,1.0785738186977918
51-8099.01,Biofuels Processing Technicians,0.13464065500859196,2.6799999999999997,3.0,3.5025,2.5625,2.5233333333333334,2.22,Minimal AI Benefit,1.0781589591967387
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",0.1259471214375644,2.7642857142857147,2.5833333333333335,3.125,2.8725000000000005,2.2916666666666665,1.965,Minimal AI Benefit,1.076636353602904
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",0.11315791334601487,2.925714285714286,2.8149999999999995,3.3425,3.22,2.6266666666666665,1.905,Minimal AI Benefit,1.076564601472957
51-4041.00,Machinists,0.13121723664503246,2.6942857142857144,2.543333333333333,3.0925,2.72,2.2083333333333335,2.0025,Minimal AI Benefit,1.0742900901623758
47-2181.00,Roofers,0.11670712513671407,2.6057142857142854,2.5833333333333335,2.625,1.845,2.1666666666666665,1.5625,Minimal AI Benefit,1.0692785094070707
39-4021.00,Funeral Attendants,0.11948234661259786,2.2671428571428573,2.563333333333333,2.06,1.4075,1.835,1.375,Minimal AI Benefit,1.0683905940964735
