O*NET-SOC Code,total_technologies,hot_technologies,in_demand_technologies,unique_tech_categories,hot_tech_ratio,in_demand_ratio,avg_tech_sophistication,category_distribution,tech_intensity_score,SOC_Detailed,detailed_title,major_code,major_title,minor_code,minor_title,broad_code,broad_title
51-6042.00,9,6,0,9,0.6666666666666666,0.0,1.0,"{'Document management software': 1, 'Inventory management software': 1, 'Spreadsheet software': 1, 'Office suite software': 1, 'Operating system software': 1, 'Electronic mail software': 1, 'Presentation software': 1, 'Word processing software': 1, 'Industrial control software': 1}",12.090196078431372,51-6042,Shoe Machine Operators and Tenders,51-0000,Production Occupations,51-6000,"Textile, Apparel, and Furnishings Workers",51-6040,Shoe and Leather Workers
51-6051.00,11,5,0,6,0.4545454545454545,0.0,1.7272727272727273,"{'Graphics or photo imaging software': 5, 'Computer aided design CAD software': 2, 'Optical character reader OCR or scanning software': 1, 'Spreadsheet software': 1, 'Office suite software': 1, 'Presentation software': 1}",13.699465240641713,51-6051,"Sewers, Hand",51-0000,Production Occupations,51-6000,"Textile, Apparel, and Furnishings Workers",51-6050,"Tailors, Dressmakers, and Sewers"
51-6052.00,9,4,0,8,0.4444444444444444,0.0,0.7777777777777778,"{'Point of sale POS software': 1, 'Accounting software': 1, 'Computer aided design CAD software': 1, 'Word processing software': 2, 'Inventory management software': 1, 'Spreadsheet software': 1, 'Office suite software': 1, 'Customer relationship management CRM software': 1}",8.756862745098038,51-6052,"Tailors, Dressmakers, and Custom Sewers",51-0000,Production Occupations,51-6000,"Textile, Apparel, and Furnishings Workers",51-6050,"Tailors, Dressmakers, and Sewers"
51-6061.00,8,7,0,7,0.875,0.0,1.5,"{'Operating system software': 2, 'Spreadsheet software': 1, 'Office suite software': 1, 'Electronic mail software': 1, 'Presentation software': 1, 'Word processing software': 1, 'Enterprise resource planning ERP software': 1}",16.626470588235293,51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,51-0000,Production Occupations,51-6000,"Textile, Apparel, and Furnishings Workers",51-6060,"Textile Machine Setters, Operators, and Tenders"
51-6062.00,8,7,0,8,0.875,0.0,1.5,"{'Computer aided design CAD software': 1, 'Industrial control software': 1, 'Spreadsheet software': 1, 'Office suite software': 1, 'Electronic mail software': 1, 'Operating system software': 1, 'Word processing software': 1, 'Enterprise resource planning ERP software': 1}",16.626470588235293,51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",51-0000,Production Occupations,51-6000,"Textile, Apparel, and Furnishings Workers",51-6060,"Textile Machine Setters, Operators, and Tenders"
51-6063.00,6,5,0,6,0.8333333333333334,0.0,0.8333333333333334,"{'Computer aided manufacturing CAM software': 1, 'Spreadsheet software': 1, 'Office suite software': 1, 'Electronic mail software': 1, 'Presentation software': 1, 'Word processing software': 1}",12.782352941176471,51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",51-0000,Production Occupations,51-6000,"Textile, Apparel, and Furnishings Workers",51-6060,"Textile Machine Setters, Operators, and Tenders"
51-6064.00,5,4,0,5,0.8,0.0,0.8,"{'Computer aided manufacturing CAM software': 1, 'Spreadsheet software': 1, 'Office suite software': 1, 'Electronic mail software': 1, 'Word processing software': 1}",12.235294117647062,51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",51-0000,Production Occupations,51-6000,"Textile, Apparel, and Furnishings Workers",51-6060,"Textile Machine Setters, Operators, and Tenders"
51-6091.00,9,5,0,8,0.5555555555555556,0.0,1.3333333333333333,"{'Data base management system software': 1, 'Industrial control software': 2, 'Spreadsheet software': 1, 'Office suite software': 1, 'Electronic mail software': 1, 'Word processing software': 1, 'Data base user interface and query software': 1, 'Enterprise resource planning ERP software': 1}",12.64575163398693,51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",51-0000,Production Occupations,51-6000,"Textile, Apparel, and Furnishings Workers",51-6090,"Miscellaneous Textile, Apparel, and Furnishings Workers"
51-6092.00,9,7,4,6,0.7777777777777778,0.4444444444444444,1.8888888888888888,"{'Graphics or photo imaging software': 2, 'Computer aided design CAD software': 3, 'Spreadsheet software': 1, 'Office suite software': 1, 'Electronic mail software': 1, 'Word processing software': 1}",17.64575163398693,51-6092,Fabric and Apparel Patternmakers,51-0000,Production Occupations,51-6000,"Textile, Apparel, and Furnishings Workers",51-6090,"Miscellaneous Textile, Apparel, and Furnishings Workers"
51-6093.00,9,7,0,9,0.7777777777777778,0.0,1.3333333333333333,"{'Computer aided design CAD software': 1, 'Enterprise resource planning ERP software': 1, 'Accounting software': 1, 'Process mapping and design software': 1, 'Spreadsheet software': 1, 'Office suite software': 1, 'Presentation software': 1, 'Operating system software': 1, 'Word processing software': 1}",14.867973856209147,51-6093,Upholsterers,51-0000,Production Occupations,51-6000,"Textile, Apparel, and Furnishings Workers",51-6090,"Miscellaneous Textile, Apparel, and Furnishings Workers"
51-7011.00,7,4,0,6,0.5714285714285714,0.0,1.4285714285714286,"{'Computer aided design CAD software': 2, 'Project management software': 1, 'Facilities management software': 1, 'Spreadsheet software': 1, 'Electronic mail software': 1, 'Operating system software': 1}",13.18655462184874,51-7011,Cabinetmakers and Bench Carpenters,51-0000,Production Occupations,51-7000,Woodworkers,51-7010,Cabinetmakers and Bench Carpenters
51-7021.00,5,2,0,4,0.4,0.0,1.2,"{'Data base user interface and query software': 2, 'Accounting software': 1, 'Office suite software': 1, 'Internet browser software': 1}",10.23529411764706,51-7021,Furniture Finishers,51-0000,Production Occupations,51-7000,Woodworkers,51-7020,Furniture Finishers
51-7031.00,6,4,0,5,0.6666666666666666,0.0,1.6666666666666667,"{'Computer aided design CAD software': 2, 'Spreadsheet software': 1, 'Electronic mail software': 1, 'Presentation software': 1, 'Word processing software': 1}",15.28235294117647,51-7031,"Model Makers, Wood",51-0000,Production Occupations,51-7000,Woodworkers,51-7030,"Model Makers and Patternmakers, Wood"
51-7032.00,8,4,0,5,0.5,0.0,1.5,"{'Computer aided design CAD software': 3, 'Computer aided manufacturing CAM software': 2, 'Spreadsheet software': 1, 'Office suite software': 1, 'Electronic mail software': 1}",12.876470588235296,51-7032,"Patternmakers, Wood",51-0000,Production Occupations,51-7000,Woodworkers,51-7030,"Model Makers and Patternmakers, Wood"
51-7041.00,7,5,0,7,0.7142857142857143,0.0,0.8571428571428571,"{'Document management software': 1, 'Inventory management software': 1, 'Industrial control software': 1, 'Spreadsheet software': 1, 'Office suite software': 1, 'Presentation software': 1, 'Word processing software': 1}",11.75798319327731,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",51-0000,Production Occupations,51-7000,Woodworkers,51-7040,"Woodworking Machine Setters, Operators, and Tenders"
51-7042.00,27,15,0,18,0.5555555555555556,0.0,1.5555555555555556,"{'Document management software': 1, 'Graphics or photo imaging software': 3, 'Desktop publishing software': 1, 'Operating system software': 3, 'Data base user interface and query software': 1, 'Computer aided design CAD software': 4, 'Computer aided manufacturing CAM software': 2, 'Industrial control software': 1, 'Enterprise resource planning ERP software': 1, 'Inventory management software': 1, 'Spreadsheet software': 1, 'Office suite software': 1, 'Electronic mail software': 1, 'Presentation software': 1, 'Word processing software': 2, 'Object or component oriented development software': 1, 'Time accounting software': 1, 'Video creation and editing software': 1}",14.603921568627449,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",51-0000,Production Occupations,51-7000,Woodworkers,51-7040,"Woodworking Machine Setters, Operators, and Tenders"
51-8011.00,12,8,1,9,0.6666666666666666,0.0833333333333333,1.1666666666666667,"{'Data base user interface and query software': 4, 'Development environment software': 1, 'Spreadsheet software': 1, 'Office suite software': 1, 'Calendar and scheduling software': 1, 'Business intelligence and data analysis software': 1, 'Presentation software': 1, 'Project management software': 1, 'Industrial control software': 1}",13.06470588235294,51-8011,Nuclear Power Reactor Operators,51-0000,Production Occupations,51-8000,Plant and System Operators,51-8010,"Power Plant Operators, Distributors, and Dispatchers"
51-8012.00,29,7,0,9,0.2413793103448276,0.0,0.3448275862068966,"{'Industrial control software': 21, 'Geographic information system': 1, 'Data base user interface and query software': 1, 'Spreadsheet software': 1, 'Office suite software': 1, 'Electronic mail software': 1, 'Presentation software': 1, 'Word processing software': 1, 'Enterprise resource planning ERP software': 1}",5.5026369168357,51-8012,Power Distributors and Dispatchers,51-0000,Production Occupations,51-8000,Plant and System Operators,51-8010,"Power Plant Operators, Distributors, and Dispatchers"
51-8013.00,27,7,4,12,0.2592592592592592,0.1481481481481481,0.8148148148148148,"{'Facilities management software': 1, 'Industrial control software': 13, 'Electronic mail software': 2, 'Analytical or scientific software': 2, 'Data base user interface and query software': 2, 'Spreadsheet software': 1, 'Office suite software': 1, 'Presentation software': 1, 'Word processing software': 1, 'Operating system software': 1, 'Enterprise resource planning ERP software': 1, 'Internet browser software': 1}",7.937254901960783,51-8013,Power Plant Operators,51-0000,Production Occupations,51-8000,Plant and System Operators,51-8010,"Power Plant Operators, Distributors, and Dispatchers"
51-8013.03,8,4,0,8,0.5,0.0,1.25,"{'Industrial control software': 1, 'Analytical or scientific software': 1, 'Inventory management software': 1, 'Spreadsheet software': 1, 'Office suite software': 1, 'Electronic mail software': 1, 'Word processing software': 1, 'Development environment software': 1}",11.626470588235293,51-8013,,,,,,,
51-8013.04,9,4,0,7,0.4444444444444444,0.0,0.6666666666666666,"{'Facilities management software': 1, 'Industrial control software': 2, 'Electronic mail software': 2, 'Spreadsheet software': 1, 'Office suite software': 1, 'Word processing software': 1, 'Internet browser software': 1}",8.201307189542483,51-8013,,,,,,,
51-8021.00,18,7,2,13,0.3888888888888889,0.1111111111111111,1.4444444444444444,"{'Facilities management software': 2, 'Data base user interface and query software': 2, 'Electronic mail software': 2, 'Graphics or photo imaging software': 1, 'Web platform development software': 1, 'Spreadsheet software': 2, 'Office suite software': 1, 'Presentation software': 1, 'Word processing software': 2, 'Operating system software': 1, 'Enterprise resource planning ERP software': 1, 'Analytical or scientific software': 1, 'Internet browser software': 1}",11.958169934640525,51-8021,Stationary Engineers and Boiler Operators,51-0000,Production Occupations,51-8000,Plant and System Operators,51-8020,Stationary Engineers and Boiler Operators
51-8031.00,18,5,3,12,0.2777777777777778,0.1666666666666666,0.8888888888888888,"{'Compliance software': 2, 'Data base user interface and query software': 3, 'Geographic information system': 1, 'Industrial control software': 3, 'Spreadsheet software': 1, 'Office suite software': 1, 'Electronic mail software': 1, 'Presentation software': 1, 'Word processing software': 2, 'Operating system software': 1, 'Document management software': 1, 'Time accounting software': 1}",8.069281045751634,51-8031,Water and Wastewater Treatment Plant and System Operators,51-0000,Production Occupations,51-8000,Plant and System Operators,51-8030,Water and Wastewater Treatment Plant and System Operators
51-8091.00,7,3,2,5,0.4285714285714285,0.2857142857142857,0.4285714285714285,"{'Industrial control software': 3, 'Network security or virtual private network VPN management software': 1, 'Spreadsheet software': 1, 'Office suite software': 1, 'Word processing software': 1}",6.75798319327731,51-8091,Chemical Plant and System Operators,51-0000,Production Occupations,51-8000,Plant and System Operators,51-8090,Miscellaneous Plant and System Operators
51-8092.00,11,6,0,10,0.5454545454545454,0.0,1.3636363636363635,"{'Analytical or scientific software': 1, 'Spreadsheet software': 1, 'Office suite software': 1, 'Electronic mail software': 1, 'Presentation software': 1, 'Word processing software': 1, 'Data base user interface and query software': 2, 'Enterprise resource planning ERP software': 1, 'Industrial control software': 1, 'Calendar and scheduling software': 1}",12.790374331550804,51-8092,Gas Plant Operators,51-0000,Production Occupations,51-8000,Plant and System Operators,51-8090,Miscellaneous Plant and System Operators
51-8093.00,7,3,0,5,0.4285714285714285,0.0,0.5714285714285714,"{'Electronic mail software': 2, 'Inventory management software': 1, 'Spreadsheet software': 1, 'Word processing software': 1, 'Industrial control software': 2}",7.472268907563024,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",51-0000,Production Occupations,51-8000,Plant and System Operators,51-8090,Miscellaneous Plant and System Operators
51-8099.01,12,6,0,9,0.5,0.0,1.4166666666666667,"{'Facilities management software': 1, 'Analytical or scientific software': 2, 'Industrial control software': 2, 'Enterprise resource planning ERP software': 1, 'Inventory management software': 1, 'Spreadsheet software': 1, 'Word processing software': 1, 'Object or component oriented development software': 2, 'Business intelligence and data analysis software': 1}",12.648039215686277,51-8099,,,,,,,
51-9011.00,8,6,5,7,0.75,0.625,1.375,"{'Electronic mail software': 2, 'Spreadsheet software': 1, 'Office suite software': 1, 'Presentation software': 1, 'Word processing software': 1, 'Data base user interface and query software': 1, 'Enterprise resource planning ERP software': 1}",14.751470588235293,51-9011,Chemical Equipment Operators and Tenders,51-0000,Production Occupations,51-9000,Other Production Occupations,51-9010,"Chemical Processing Machine Setters, Operators, and Tenders"
51-9012.00,9,6,1,6,0.6666666666666666,0.1111111111111111,1.2222222222222223,"{'Electronic mail software': 2, 'Spreadsheet software': 2, 'Office suite software': 1, 'Presentation software': 1, 'Word processing software': 2, 'Enterprise resource planning ERP software': 1}",13.201307189542485,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",51-0000,Production Occupations,51-9000,Other Production Occupations,51-9010,"Chemical Processing Machine Setters, Operators, and Tenders"
51-9021.00,7,4,0,5,0.5714285714285714,0.0,1.2857142857142858,"{'Electronic mail software': 1, 'Spreadsheet software': 2, 'Office suite software': 1, 'Word processing software': 2, 'Enterprise resource planning ERP software': 1}",12.472268907563024,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",51-0000,Production Occupations,51-9000,Other Production Occupations,51-9020,"Crushing, Grinding, Polishing, Mixing, and Blending Workers"
51-9022.00,2,2,0,2,1.0,0.0,1.0,"{'Spreadsheet software': 1, 'Word processing software': 1}",15.094117647058823,51-9022,"Grinding and Polishing Workers, Hand",51-0000,Production Occupations,51-9000,Other Production Occupations,51-9020,"Crushing, Grinding, Polishing, Mixing, and Blending Workers"
51-9023.00,11,6,0,7,0.5454545454545454,0.0,1.5454545454545454,"{'Electronic mail software': 2, 'Enterprise resource planning ERP software': 2, 'Spreadsheet software': 2, 'Office suite software': 1, 'Operating system software': 1, 'Word processing software': 2, 'Data base user interface and query software': 1}",13.699465240641713,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",51-0000,Production Occupations,51-9000,Other Production Occupations,51-9020,"Crushing, Grinding, Polishing, Mixing, and Blending Workers"
51-9031.00,3,3,0,3,1.0,0.0,1.0,"{'Spreadsheet software': 1, 'Electronic mail software': 1, 'Word processing software': 1}",15.141176470588237,51-9031,"Cutters and Trimmers, Hand",51-0000,Production Occupations,51-9000,Other Production Occupations,51-9030,Cutting Workers
51-9032.00,4,4,0,4,1.0,0.0,1.5,"{'Spreadsheet software': 1, 'Electronic mail software': 1, 'Word processing software': 1, 'Enterprise resource planning ERP software': 1}",17.68823529411765,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",51-0000,Production Occupations,51-9000,Other Production Occupations,51-9030,Cutting Workers
51-9041.00,7,5,0,6,0.7142857142857143,0.0,1.4285714285714286,"{'Enterprise resource planning ERP software': 2, 'Spreadsheet software': 1, 'Office suite software': 1, 'Electronic mail software': 1, 'Word processing software': 1, 'Materials requirements planning logistics and supply chain software': 1}",14.61512605042017,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",51-0000,Production Occupations,51-9000,Other Production Occupations,51-9040,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
51-9051.00,4,2,0,4,0.5,0.0,0.5,"{'Inventory management software': 1, 'Industrial control software': 1, 'Spreadsheet software': 1, 'Word processing software': 1}",7.688235294117647,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",51-0000,Production Occupations,51-9000,Other Production Occupations,51-9050,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
51-9061.00,42,18,5,22,0.4285714285714285,0.119047619047619,1.4761904761904765,"{'Data base management system software': 2, 'Content workflow software': 1, 'Computer aided design CAD software': 5, 'Computer aided manufacturing CAM software': 2, 'Industrial control software': 5, 'Analytical or scientific software': 5, 'Data base user interface and query software': 5, 'Enterprise application integration software': 1, 'Electronic mail software': 3, 'Label making software': 1, 'Optical character reader OCR or scanning software': 1, 'Medical software': 1, 'Spreadsheet software': 1, 'Office suite software': 1, 'Presentation software': 1, 'Cloud-based data access and sharing software': 1, 'Process mapping and design software': 1, 'Word processing software': 1, 'Object or component oriented development software': 1, 'Enterprise resource planning ERP software': 1, 'Program testing software': 1, 'Desktop communications software': 1}",13.64313725490196,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",51-0000,Production Occupations,51-9000,Other Production Occupations,51-9060,"Inspectors, Testers, Sorters, Samplers, and Weighers"
51-9071.00,13,6,0,11,0.4615384615384615,0.0,1.2307692307692308,"{'Graphics or photo imaging software': 2, 'Computer aided design CAD software': 2, 'Customer relationship management CRM software': 1, 'Accounting software': 1, 'Inventory management software': 1, 'Point of sale POS software': 1, 'Spreadsheet software': 1, 'Electronic mail software': 1, 'Word processing software': 1, 'Data base user interface and query software': 1, 'Internet browser software': 1}",11.380995475113124,51-9071,Jewelers and Precious Stone and Metal Workers,51-0000,Production Occupations,51-9000,Other Production Occupations,51-9070,Jewelers and Precious Stone and Metal Workers
51-9071.06,7,0,0,6,0.0,0.0,1.7142857142857142,"{'Accounting software': 1, 'Data base user interface and query software': 1, 'Computer aided design CAD software': 2, 'Inventory management software': 1, 'Analytical or scientific software': 1, 'Internet browser software': 1}",8.900840336134452,51-9071,,,,,,,
51-9081.00,29,7,0,14,0.2413793103448276,0.0,1.3448275862068966,"{'Accounting software': 2, 'Computer aided design CAD software': 3, 'Computer aided manufacturing CAM software': 2, 'Graphics or photo imaging software': 2, 'Data base user interface and query software': 7, 'Electronic mail software': 2, 'Inventory management software': 1, 'Word processing software': 3, 'Spreadsheet software': 2, 'Office suite software': 1, 'Presentation software': 1, 'Operating system software': 1, 'Calendar and scheduling software': 1, 'Internet browser software': 1}",10.5026369168357,51-9081,Dental Laboratory Technicians,51-0000,Production Occupations,51-9000,Other Production Occupations,51-9080,Dental and Ophthalmic Laboratory Technicians and Medical Appliance Technicians
51-9082.00,12,5,0,7,0.4166666666666667,0.0,1.5833333333333333,"{'Computer aided design CAD software': 5, 'Medical software': 2, 'Spreadsheet software': 1, 'Office suite software': 1, 'Electronic mail software': 1, 'Word processing software': 1, 'Computer aided manufacturing CAM software': 1}",12.648039215686277,51-9082,Medical Appliance Technicians,51-0000,Production Occupations,51-9000,Other Production Occupations,51-9080,Dental and Ophthalmic Laboratory Technicians and Medical Appliance Technicians
51-9083.00,8,6,0,8,0.75,0.0,1.375,"{'Medical software': 1, 'Computer aided design CAD software': 1, 'Spreadsheet software': 1, 'Office suite software': 1, 'Electronic mail software': 1, 'Presentation software': 1, 'Word processing software': 1, 'Enterprise resource planning ERP software': 1}",14.751470588235293,51-9083,Ophthalmic Laboratory Technicians,51-0000,Production Occupations,51-9000,Other Production Occupations,51-9080,Dental and Ophthalmic Laboratory Technicians and Medical Appliance Technicians
51-9111.00,11,6,0,7,0.5454545454545454,0.0,1.2727272727272727,"{'Electronic mail software': 2, 'Enterprise resource planning ERP software': 2, 'Label making software': 1, 'Spreadsheet software': 2, 'Office suite software': 1, 'Presentation software': 1, 'Word processing software': 2}",12.335828877005348,51-9111,Packaging and Filling Machine Operators and Tenders,51-0000,Production Occupations,51-9000,Other Production Occupations,51-9110,Packaging and Filling Machine Operators and Tenders
51-9123.00,5,3,0,3,0.6,0.0,1.6,"{'Graphics or photo imaging software': 3, 'Office suite software': 1, 'Spreadsheet software': 1}",14.235294117647058,51-9123,"Painting, Coating, and Decorating Workers",51-0000,Production Occupations,51-9000,Other Production Occupations,51-9120,Painting Workers
51-9124.00,11,4,0,10,0.3636363636363636,0.0,0.3636363636363636,"{'Inventory management software': 2, 'Facilities management software': 1, 'Materials requirements planning logistics and supply chain software': 1, 'Spreadsheet software': 1, 'Office suite software': 1, 'Electronic mail software': 1, 'Word processing software': 1, 'Industrial control software': 1, 'Calendar and scheduling software': 1, 'Time accounting software': 1}",5.972192513368984,51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",51-0000,Production Occupations,51-9000,Other Production Occupations,51-9120,Painting Workers
51-9141.00,11,6,6,10,0.5454545454545454,0.5454545454545454,1.6363636363636365,"{'Industrial control software': 2, 'Data base user interface and query software': 1, 'Spreadsheet software': 1, 'Office suite software': 1, 'Presentation software': 1, 'Word processing software': 1, 'Development environment software': 1, 'Object or component oriented development software': 1, 'Enterprise resource planning ERP software': 1, 'Analytical or scientific software': 1}",14.154010695187166,51-9141,Semiconductor Processing Technicians,51-0000,Production Occupations,51-9000,Other Production Occupations,51-9140,Semiconductor Processing Technicians
51-9151.00,25,19,3,14,0.76,0.12,1.84,"{'Graphics or photo imaging software': 7, 'Desktop publishing software': 2, 'Data base user interface and query software': 4, 'Web platform development software': 2, 'Application server software': 1, 'File versioning software': 1, 'Spreadsheet software': 1, 'Office suite software': 1, 'Electronic mail software': 1, 'Presentation software': 1, 'Word processing software': 1, 'Data base management system software': 1, 'Enterprise resource planning ERP software': 1, 'Object or component oriented development software': 1}",17.976470588235298,51-9151,Photographic Process Workers and Processing Machine Operators,51-0000,Production Occupations,51-9000,Other Production Occupations,51-9150,Photographic Process Workers and Processing Machine Operators
51-9161.00,61,9,1,16,0.1475409836065573,0.0163934426229508,0.7704918032786885,"{'Computer aided manufacturing CAM software': 35, 'Computer aided design CAD software': 6, 'Analytical or scientific software': 2, 'Industrial control software': 3, 'Desktop communications software': 1, 'Enterprise resource planning ERP software': 3, 'Video conferencing software': 1, 'Object or component oriented development software': 2, 'Information retrieval or search software': 1, 'Spreadsheet software': 1, 'Office suite software': 1, 'Electronic mail software': 1, 'Presentation software': 1, 'Project management software': 1, 'Word processing software': 1, 'Development environment software': 1}",8.198457087753134,51-9161,Computer Numerically Controlled Tool Operators,51-0000,Production Occupations,51-9000,Other Production Occupations,51-9160,Computer Numerically Controlled Tool Operators and Programmers
51-9162.00,81,9,7,13,0.1111111111111111,0.0864197530864197,0.5061728395061729,"{'Computer aided manufacturing CAM software': 62, 'Enterprise resource planning ERP software': 3, 'Computer aided design CAD software': 5, 'Enterprise application integration software': 1, 'Video conferencing software': 1, 'Object or component oriented development software': 2, 'Spreadsheet software': 1, 'Office suite software': 1, 'Electronic mail software': 1, 'Presentation software': 1, 'Word processing software': 1, 'Project management software': 1, 'Analytical or scientific software': 1}",7.453740014524329,51-9162,Computer Numerically Controlled Tool Programmers,51-0000,Production Occupations,51-9000,Other Production Occupations,51-9160,Computer Numerically Controlled Tool Operators and Programmers
51-9191.00,6,5,0,5,0.8333333333333334,0.0,1.6666666666666667,"{'Enterprise resource planning ERP software': 2, 'Spreadsheet software': 1, 'Office suite software': 1, 'Presentation software': 1, 'Word processing software': 1}",16.949019607843137,51-9191,Adhesive Bonding Machine Operators and Tenders,51-0000,Production Occupations,51-9000,Other Production Occupations,51-9190,Miscellaneous Production Workers
51-9192.00,2,2,0,2,1.0,0.0,1.0,"{'Spreadsheet software': 1, 'Word processing software': 1}",15.094117647058823,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",51-0000,Production Occupations,51-9000,Other Production Occupations,51-9190,Miscellaneous Production Workers
51-9193.00,5,4,0,5,0.8,0.0,1.0,"{'Electronic mail software': 1, 'Spreadsheet software': 1, 'Office suite software': 1, 'Presentation software': 1, 'Word processing software': 1}",13.23529411764706,51-9193,Cooling and Freezing Equipment Operators and Tenders,51-0000,Production Occupations,51-9000,Other Production Occupations,51-9190,Miscellaneous Production Workers
51-9194.00,7,2,1,4,0.2857142857142857,0.1428571428571428,0.8571428571428571,"{'Graphics or photo imaging software': 2, 'Computer aided design CAD and computer aided manufacturing CAM system': 1, 'Computer aided manufacturing CAM software': 3, 'Operating system software': 1}",7.472268907563024,51-9194,Etchers and Engravers,51-0000,Production Occupations,51-9000,Other Production Occupations,51-9190,Miscellaneous Production Workers
51-9195.00,10,5,0,8,0.5,0.0,1.0,"{'Computer aided design CAD software': 2, 'Computer aided manufacturing CAM software': 2, 'Inventory management software': 1, 'Spreadsheet software': 1, 'Office suite software': 1, 'Electronic mail software': 1, 'Word processing software': 1, 'Time accounting software': 1}",10.470588235294118,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",51-0000,Production Occupations,51-9000,Other Production Occupations,51-9190,Miscellaneous Production Workers
51-9195.03,6,2,0,5,0.3333333333333333,0.0,0.8333333333333334,"{'Graphics or photo imaging software': 1, 'Inventory management software': 1, 'Spreadsheet software': 1, 'Word processing software': 2, 'Time accounting software': 1}",7.7823529411764705,51-9195,,,,,,,
51-9195.04,4,2,0,4,0.5,0.0,0.5,"{'Accounting software': 1, 'Inventory management software': 1, 'Spreadsheet software': 1, 'Electronic mail software': 1}",7.688235294117647,51-9195,,,,,,,
51-9195.05,3,2,0,3,0.6666666666666666,0.0,0.6666666666666666,"{'Inventory management software': 1, 'Spreadsheet software': 1, 'Electronic mail software': 1}",10.141176470588237,51-9195,,,,,,,
51-9196.00,10,7,0,8,0.7,0.0,1.4,"{'Document management software': 1, 'Graphics or photo imaging software': 2, 'Desktop publishing software': 2, 'Spreadsheet software': 1, 'Office suite software': 1, 'Word processing software': 1, 'Electronic mail software': 1, 'Customer relationship management CRM software': 1}",14.470588235294116,51-9196,"Paper Goods Machine Setters, Operators, and Tenders",51-0000,Production Occupations,51-9000,Other Production Occupations,51-9190,Miscellaneous Production Workers
51-9197.00,11,7,0,9,0.6363636363636364,0.0,1.0,"{'Electronic mail software': 2, 'Spreadsheet software': 1, 'Office suite software': 1, 'Presentation software': 1, 'Project management software': 1, 'Word processing software': 2, 'Industrial control software': 1, 'Enterprise resource planning ERP software': 1, 'Internet browser software': 1}",11.881283422459893,51-9197,Tire Builders,51-0000,Production Occupations,51-9000,Other Production Occupations,51-9190,Miscellaneous Production Workers
51-9198.00,12,10,0,11,0.8333333333333334,0.0,1.8333333333333333,"{'Document management software': 1, 'Desktop publishing software': 1, 'Graphics or photo imaging software': 1, 'Computer aided design CAD software': 1, 'Enterprise resource planning ERP software': 2, 'Spreadsheet software': 1, 'Office suite software': 1, 'Electronic mail software': 1, 'Presentation software': 1, 'Word processing software': 1, 'Data base user interface and query software': 1}",18.064705882352943,51-9198,Helpers--Production Workers,51-0000,Production Occupations,51-9000,Other Production Occupations,51-9190,Miscellaneous Production Workers
53-1041.00,9,5,0,7,0.5555555555555556,0.0,0.6666666666666666,"{'Inventory management software': 1, 'Office suite software': 2, 'Web page creation and editing software': 1, 'Spreadsheet software': 1, 'Electronic mail software': 1, 'Word processing software': 2, 'Materials requirements planning logistics and supply chain software': 1}",9.312418300653595,53-1041,Aircraft Cargo Handling Supervisors,53-0000,Transportation and Material Moving Occupations,53-1000,Supervisors of Transportation and Material Moving Workers,53-1040,First-Line Supervisors of Transportation and Material Moving Workers
53-1042.00,17,8,8,10,0.4705882352941176,0.4705882352941176,1.1764705882352942,"{'Office suite software': 2, 'Calendar and scheduling software': 1, 'Enterprise resource planning ERP software': 3, 'Inventory management software': 3, 'Data base user interface and query software': 2, 'Spreadsheet software': 1, 'Electronic mail software': 1, 'Presentation software': 1, 'Word processing software': 2, 'Time accounting software': 1}",11.388235294117646,53-1042,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",53-0000,Transportation and Material Moving Occupations,53-1000,Supervisors of Transportation and Material Moving Workers,53-1040,First-Line Supervisors of Transportation and Material Moving Workers
