SOC Code,detailed_title,major_code,major_title,minor_code,minor_title,broad_code,broad_title,normalized_SOC_Code,normalized_major_code,normalized_minor_code,normalized_broad_code
39-5091,"Makeup Artists, Theatrical and Performance",39-0000,Personal Care and Service Occupations,39-5000,Personal Appearance Workers,39-5090,Miscellaneous Personal Appearance Workers,395091,39,395,3950
39-5092,Manicurists and Pedicurists,39-0000,Personal Care and Service Occupations,39-5000,Personal Appearance Workers,39-5090,Miscellaneous Personal Appearance Workers,395092,39,395,3950
39-5093,Shampooers,39-0000,Personal Care and Service Occupations,39-5000,Personal Appearance Workers,39-5090,Miscellaneous Personal Appearance Workers,395093,39,395,3950
39-5094,Skincare Specialists,39-0000,Personal Care and Service Occupations,39-5000,Personal Appearance Workers,39-5090,Miscellaneous Personal Appearance Workers,395094,39,395,3950
39-6011,Baggage Porters and Bellhops,39-0000,Personal Care and Service Occupations,39-6000,"Baggage Porters, Bellhops, and Concierges",39-6010,"Baggage Porters, Bellhops, and Concierges",396011,39,396,3960
39-6012,Concierges,39-0000,Personal Care and Service Occupations,39-6000,"Baggage Porters, Bellhops, and Concierges",39-6010,"Baggage Porters, Bellhops, and Concierges",396012,39,396,3960
39-7011,Tour Guides and Escorts,39-0000,Personal Care and Service Occupations,39-7000,Tour and Travel Guides,39-7010,Tour and Travel Guides,397011,39,397,3970
39-7012,Travel Guides,39-0000,Personal Care and Service Occupations,39-7000,Tour and Travel Guides,39-7010,Tour and Travel Guides,397012,39,397,3970
39-9011,Childcare Workers,39-0000,Personal Care and Service Occupations,39-9000,Other Personal Care and Service Workers,39-9010,Childcare Workers,399011,39,399,3990
39-9031,Exercise Trainers and Group Fitness Instructors,39-0000,Personal Care and Service Occupations,39-9000,Other Personal Care and Service Workers,39-9030,Recreation and Fitness Workers,399031,39,399,3990
39-9032,Recreation Workers,39-0000,Personal Care and Service Occupations,39-9000,Other Personal Care and Service Workers,39-9030,Recreation and Fitness Workers,399032,39,399,3990
39-9041,Residential Advisors,39-0000,Personal Care and Service Occupations,39-9000,Other Personal Care and Service Workers,39-9040,Residential Advisors,399041,39,399,3990
39-9099,"Personal Care and Service Workers, All Other",39-0000,Personal Care and Service Occupations,39-9000,Other Personal Care and Service Workers,39-9090,Miscellaneous Personal Care and Service Workers,399099,39,399,3990
41-1011,First-Line Supervisors of Retail Sales Workers,41-0000,Sales and Related Occupations,41-1000,Supervisors of Sales Workers,41-1010,First-Line Supervisors of Sales Workers,411011,41,411,4110
41-1012,First-Line Supervisors of Non-Retail Sales Workers,41-0000,Sales and Related Occupations,41-1000,Supervisors of Sales Workers,41-1010,First-Line Supervisors of Sales Workers,411012,41,411,4110
41-2011,Cashiers,41-0000,Sales and Related Occupations,41-2000,Retail Sales Workers,41-2010,Cashiers,412011,41,412,4120
41-2012,Gambling Change Persons and Booth Cashiers,41-0000,Sales and Related Occupations,41-2000,Retail Sales Workers,41-2010,Cashiers,412012,41,412,4120
41-2021,Counter and Rental Clerks,41-0000,Sales and Related Occupations,41-2000,Retail Sales Workers,41-2020,Counter and Rental Clerks and Parts Salespersons,412021,41,412,4120
41-2022,Parts Salespersons,41-0000,Sales and Related Occupations,41-2000,Retail Sales Workers,41-2020,Counter and Rental Clerks and Parts Salespersons,412022,41,412,4120
41-2031,Retail Salespersons,41-0000,Sales and Related Occupations,41-2000,Retail Sales Workers,41-2030,Retail Salespersons,412031,41,412,4120
41-3011,Advertising Sales Agents,41-0000,Sales and Related Occupations,41-3000,"Sales Representatives, Services",41-3010,Advertising Sales Agents,413011,41,413,4130
41-3021,Insurance Sales Agents,41-0000,Sales and Related Occupations,41-3000,"Sales Representatives, Services",41-3020,Insurance Sales Agents,413021,41,413,4130
41-3031,"Securities, Commodities, and Financial Services Sales Agents",41-0000,Sales and Related Occupations,41-3000,"Sales Representatives, Services",41-3030,"Securities, Commodities, and Financial Services Sales Agents",413031,41,413,4130
41-3041,Travel Agents,41-0000,Sales and Related Occupations,41-3000,"Sales Representatives, Services",41-3040,Travel Agents,413041,41,413,4130
41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",41-0000,Sales and Related Occupations,41-3000,"Sales Representatives, Services",41-3090,"Miscellaneous Sales Representatives, Services",413091,41,413,4130
41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",41-0000,Sales and Related Occupations,41-4000,"Sales Representatives, Wholesale and Manufacturing",41-4010,"Sales Representatives, Wholesale and Manufacturing",414011,41,414,4140
41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",41-0000,Sales and Related Occupations,41-4000,"Sales Representatives, Wholesale and Manufacturing",41-4010,"Sales Representatives, Wholesale and Manufacturing",414012,41,414,4140
41-9011,Demonstrators and Product Promoters,41-0000,Sales and Related Occupations,41-9000,Other Sales and Related Workers,41-9010,"Models, Demonstrators, and Product Promoters",419011,41,419,4190
41-9012,Models,41-0000,Sales and Related Occupations,41-9000,Other Sales and Related Workers,41-9010,"Models, Demonstrators, and Product Promoters",419012,41,419,4190
41-9021,Real Estate Brokers,41-0000,Sales and Related Occupations,41-9000,Other Sales and Related Workers,41-9020,Real Estate Brokers and Sales Agents,419021,41,419,4190
41-9022,Real Estate Sales Agents,41-0000,Sales and Related Occupations,41-9000,Other Sales and Related Workers,41-9020,Real Estate Brokers and Sales Agents,419022,41,419,4190
41-9031,Sales Engineers,41-0000,Sales and Related Occupations,41-9000,Other Sales and Related Workers,41-9030,Sales Engineers,419031,41,419,4190
41-9041,Telemarketers,41-0000,Sales and Related Occupations,41-9000,Other Sales and Related Workers,41-9040,Telemarketers,419041,41,419,4190
41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",41-0000,Sales and Related Occupations,41-9000,Other Sales and Related Workers,41-9090,Miscellaneous Sales and Related Workers,419091,41,419,4190
41-9099,"Sales and Related Workers, All Other",41-0000,Sales and Related Occupations,41-9000,Other Sales and Related Workers,41-9090,Miscellaneous Sales and Related Workers,419099,41,419,4190
43-1011,First-Line Supervisors of Office and Administrative Support Workers,43-0000,Office and Administrative Support Occupations,43-1000,Supervisors of Office and Administrative Support Workers,43-1010,First-Line Supervisors of Office and Administrative Support Workers,431011,43,431,4310
43-2011,"Switchboard Operators, Including Answering Service",43-0000,Office and Administrative Support Occupations,43-2000,Communications Equipment Operators,43-2010,"Switchboard Operators, Including Answering Service",432011,43,432,4320
43-2021,Telephone Operators,43-0000,Office and Administrative Support Occupations,43-2000,Communications Equipment Operators,43-2020,Telephone Operators,432021,43,432,4320
43-2099,"Communications Equipment Operators, All Other",43-0000,Office and Administrative Support Occupations,43-2000,Communications Equipment Operators,43-2090,Miscellaneous Communications Equipment Operators,432099,43,432,4320
43-3011,Bill and Account Collectors,43-0000,Office and Administrative Support Occupations,43-3000,Financial Clerks,43-3010,Bill and Account Collectors,433011,43,433,4330
43-3021,Billing and Posting Clerks,43-0000,Office and Administrative Support Occupations,43-3000,Financial Clerks,43-3020,Billing and Posting Clerks,433021,43,433,4330
43-3031,"Bookkeeping, Accounting, and Auditing Clerks",43-0000,Office and Administrative Support Occupations,43-3000,Financial Clerks,43-3030,"Bookkeeping, Accounting, and Auditing Clerks",433031,43,433,4330
43-3041,Gambling Cage Workers,43-0000,Office and Administrative Support Occupations,43-3000,Financial Clerks,43-3040,Gambling Cage Workers,433041,43,433,4330
43-3051,Payroll and Timekeeping Clerks,43-0000,Office and Administrative Support Occupations,43-3000,Financial Clerks,43-3050,Payroll and Timekeeping Clerks,433051,43,433,4330
43-3061,Procurement Clerks,43-0000,Office and Administrative Support Occupations,43-3000,Financial Clerks,43-3060,Procurement Clerks,433061,43,433,4330
43-3071,Tellers,43-0000,Office and Administrative Support Occupations,43-3000,Financial Clerks,43-3070,Tellers,433071,43,433,4330
43-3099,"Financial Clerks, All Other",43-0000,Office and Administrative Support Occupations,43-3000,Financial Clerks,43-3090,Miscellaneous Financial Clerks,433099,43,433,4330
43-4011,Brokerage Clerks,43-0000,Office and Administrative Support Occupations,43-4000,Information and Record Clerks,43-4010,Brokerage Clerks,434011,43,434,4340
43-4021,Correspondence Clerks,43-0000,Office and Administrative Support Occupations,43-4000,Information and Record Clerks,43-4020,Correspondence Clerks,434021,43,434,4340
43-4031,"Court, Municipal, and License Clerks",43-0000,Office and Administrative Support Occupations,43-4000,Information and Record Clerks,43-4030,"Court, Municipal, and License Clerks",434031,43,434,4340
43-4041,"Credit Authorizers, Checkers, and Clerks",43-0000,Office and Administrative Support Occupations,43-4000,Information and Record Clerks,43-4040,"Credit Authorizers, Checkers, and Clerks",434041,43,434,4340
43-4051,Customer Service Representatives,43-0000,Office and Administrative Support Occupations,43-4000,Information and Record Clerks,43-4050,Customer Service Representatives,434051,43,434,4340
43-4061,"Eligibility Interviewers, Government Programs",43-0000,Office and Administrative Support Occupations,43-4000,Information and Record Clerks,43-4060,"Eligibility Interviewers, Government Programs",434061,43,434,4340
43-4071,File Clerks,43-0000,Office and Administrative Support Occupations,43-4000,Information and Record Clerks,43-4070,File Clerks,434071,43,434,4340
43-4081,"Hotel, Motel, and Resort Desk Clerks",43-0000,Office and Administrative Support Occupations,43-4000,Information and Record Clerks,43-4080,"Hotel, Motel, and Resort Desk Clerks",434081,43,434,4340
43-4111,"Interviewers, Except Eligibility and Loan",43-0000,Office and Administrative Support Occupations,43-4000,Information and Record Clerks,43-4110,"Interviewers, Except Eligibility and Loan",434111,43,434,4341
43-4121,"Library Assistants, Clerical",43-0000,Office and Administrative Support Occupations,43-4000,Information and Record Clerks,43-4120,"Library Assistants, Clerical",434121,43,434,4341
43-4131,Loan Interviewers and Clerks,43-0000,Office and Administrative Support Occupations,43-4000,Information and Record Clerks,43-4130,Loan Interviewers and Clerks,434131,43,434,4341
43-4141,New Accounts Clerks,43-0000,Office and Administrative Support Occupations,43-4000,Information and Record Clerks,43-4140,New Accounts Clerks,434141,43,434,4341
43-4151,Order Clerks,43-0000,Office and Administrative Support Occupations,43-4000,Information and Record Clerks,43-4150,Order Clerks,434151,43,434,4341
43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",43-0000,Office and Administrative Support Occupations,43-4000,Information and Record Clerks,43-4160,"Human Resources Assistants, Except Payroll and Timekeeping",434161,43,434,4341
43-4171,Receptionists and Information Clerks,43-0000,Office and Administrative Support Occupations,43-4000,Information and Record Clerks,43-4170,Receptionists and Information Clerks,434171,43,434,4341
43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,43-0000,Office and Administrative Support Occupations,43-4000,Information and Record Clerks,43-4180,Reservation and Transportation Ticket Agents and Travel Clerks,434181,43,434,4341
43-4199,"Information and Record Clerks, All Other",43-0000,Office and Administrative Support Occupations,43-4000,Information and Record Clerks,43-4190,Miscellaneous Information and Record Clerks,434199,43,434,4341
43-5011,Cargo and Freight Agents,43-0000,Office and Administrative Support Occupations,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",43-5010,Cargo and Freight Agents,435011,43,435,4350
43-5021,Couriers and Messengers,43-0000,Office and Administrative Support Occupations,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",43-5020,Couriers and Messengers,435021,43,435,4350
43-5031,Public Safety Telecommunicators,43-0000,Office and Administrative Support Occupations,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",43-5030,Dispatchers,435031,43,435,4350
43-5032,"Dispatchers, Except Police, Fire, and Ambulance",43-0000,Office and Administrative Support Occupations,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",43-5030,Dispatchers,435032,43,435,4350
43-5041,"Meter Readers, Utilities",43-0000,Office and Administrative Support Occupations,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",43-5040,"Meter Readers, Utilities",435041,43,435,4350
43-5051,Postal Service Clerks,43-0000,Office and Administrative Support Occupations,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",43-5050,Postal Service Workers,435051,43,435,4350
43-5052,Postal Service Mail Carriers,43-0000,Office and Administrative Support Occupations,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",43-5050,Postal Service Workers,435052,43,435,4350
43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",43-0000,Office and Administrative Support Occupations,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",43-5050,Postal Service Workers,435053,43,435,4350
43-5061,"Production, Planning, and Expediting Clerks",43-0000,Office and Administrative Support Occupations,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",43-5060,"Production, Planning, and Expediting Clerks",435061,43,435,4350
43-5071,"Shipping, Receiving, and Inventory Clerks",43-0000,Office and Administrative Support Occupations,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",43-5070,"Shipping, Receiving, and Inventory Clerks",435071,43,435,4350
43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",43-0000,Office and Administrative Support Occupations,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",43-5110,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",435111,43,435,4351
43-6011,Executive Secretaries and Executive Administrative Assistants,43-0000,Office and Administrative Support Occupations,43-6000,Secretaries and Administrative Assistants,43-6010,Secretaries and Administrative Assistants,436011,43,436,4360
43-6012,Legal Secretaries and Administrative Assistants,43-0000,Office and Administrative Support Occupations,43-6000,Secretaries and Administrative Assistants,43-6010,Secretaries and Administrative Assistants,436012,43,436,4360
43-6013,Medical Secretaries and Administrative Assistants,43-0000,Office and Administrative Support Occupations,43-6000,Secretaries and Administrative Assistants,43-6010,Secretaries and Administrative Assistants,436013,43,436,4360
43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",43-0000,Office and Administrative Support Occupations,43-6000,Secretaries and Administrative Assistants,43-6010,Secretaries and Administrative Assistants,436014,43,436,4360
43-9021,Data Entry Keyers,43-0000,Office and Administrative Support Occupations,43-9000,Other Office and Administrative Support Workers,43-9020,Data Entry and Information Processing Workers,439021,43,439,4390
43-9022,Word Processors and Typists,43-0000,Office and Administrative Support Occupations,43-9000,Other Office and Administrative Support Workers,43-9020,Data Entry and Information Processing Workers,439022,43,439,4390
43-9031,Desktop Publishers,43-0000,Office and Administrative Support Occupations,43-9000,Other Office and Administrative Support Workers,43-9030,Desktop Publishers,439031,43,439,4390
43-9041,Insurance Claims and Policy Processing Clerks,43-0000,Office and Administrative Support Occupations,43-9000,Other Office and Administrative Support Workers,43-9040,Insurance Claims and Policy Processing Clerks,439041,43,439,4390
43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",43-0000,Office and Administrative Support Occupations,43-9000,Other Office and Administrative Support Workers,43-9050,"Mail Clerks and Mail Machine Operators, Except Postal Service",439051,43,439,4390
43-9061,"Office Clerks, General",43-0000,Office and Administrative Support Occupations,43-9000,Other Office and Administrative Support Workers,43-9060,"Office Clerks, General",439061,43,439,4390
43-9071,"Office Machine Operators, Except Computer",43-0000,Office and Administrative Support Occupations,43-9000,Other Office and Administrative Support Workers,43-9070,"Office Machine Operators, Except Computer",439071,43,439,4390
43-9081,Proofreaders and Copy Markers,43-0000,Office and Administrative Support Occupations,43-9000,Other Office and Administrative Support Workers,43-9080,Proofreaders and Copy Markers,439081,43,439,4390
43-9111,Statistical Assistants,43-0000,Office and Administrative Support Occupations,43-9000,Other Office and Administrative Support Workers,43-9110,Statistical Assistants,439111,43,439,4391
43-9199,"Office and Administrative Support Workers, All Other",43-0000,Office and Administrative Support Occupations,43-9000,Other Office and Administrative Support Workers,43-9190,Miscellaneous Office and Administrative Support Workers,439199,43,439,4391
45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-0000,"Farming, Fishing, and Forestry Occupations",45-1000,"Supervisors of Farming, Fishing, and Forestry Workers",45-1010,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",451011,45,451,4510
45-2011,Agricultural Inspectors,45-0000,"Farming, Fishing, and Forestry Occupations",45-2000,Agricultural Workers,45-2010,Agricultural Inspectors,452011,45,452,4520
45-2021,Animal Breeders,45-0000,"Farming, Fishing, and Forestry Occupations",45-2000,Agricultural Workers,45-2020,Animal Breeders,452021,45,452,4520
45-2041,"Graders and Sorters, Agricultural Products",45-0000,"Farming, Fishing, and Forestry Occupations",45-2000,Agricultural Workers,45-2040,"Graders and Sorters, Agricultural Products",452041,45,452,4520
45-2091,Agricultural Equipment Operators,45-0000,"Farming, Fishing, and Forestry Occupations",45-2000,Agricultural Workers,45-2090,Miscellaneous Agricultural Workers,452091,45,452,4520
45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",45-0000,"Farming, Fishing, and Forestry Occupations",45-2000,Agricultural Workers,45-2090,Miscellaneous Agricultural Workers,452092,45,452,4520
45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",45-0000,"Farming, Fishing, and Forestry Occupations",45-2000,Agricultural Workers,45-2090,Miscellaneous Agricultural Workers,452093,45,452,4520
45-2099,"Agricultural Workers, All Other",45-0000,"Farming, Fishing, and Forestry Occupations",45-2000,Agricultural Workers,45-2090,Miscellaneous Agricultural Workers,452099,45,452,4520
45-3031,Fishing and Hunting Workers,45-0000,"Farming, Fishing, and Forestry Occupations",45-3000,Fishing and Hunting Workers,45-3030,Fishing and Hunting Workers,453031,45,453,4530
45-4011,Forest and Conservation Workers,45-0000,"Farming, Fishing, and Forestry Occupations",45-4000,"Forest, Conservation, and Logging Workers",45-4010,Forest and Conservation Workers,454011,45,454,4540
45-4021,Fallers,45-0000,"Farming, Fishing, and Forestry Occupations",45-4000,"Forest, Conservation, and Logging Workers",45-4020,Logging Workers,454021,45,454,4540
45-4022,Logging Equipment Operators,45-0000,"Farming, Fishing, and Forestry Occupations",45-4000,"Forest, Conservation, and Logging Workers",45-4020,Logging Workers,454022,45,454,4540
45-4023,Log Graders and Scalers,45-0000,"Farming, Fishing, and Forestry Occupations",45-4000,"Forest, Conservation, and Logging Workers",45-4020,Logging Workers,454023,45,454,4540
45-4029,"Logging Workers, All Other",45-0000,"Farming, Fishing, and Forestry Occupations",45-4000,"Forest, Conservation, and Logging Workers",45-4020,Logging Workers,454029,45,454,4540
47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,47-0000,Construction and Extraction Occupations,47-1000,Supervisors of Construction and Extraction Workers,47-1010,First-Line Supervisors of Construction Trades and Extraction Workers,471011,47,471,4710
47-2011,Boilermakers,47-0000,Construction and Extraction Occupations,47-2000,Construction Trades Workers,47-2010,Boilermakers,472011,47,472,4720
47-2021,Brickmasons and Blockmasons,47-0000,Construction and Extraction Occupations,47-2000,Construction Trades Workers,47-2020,"Brickmasons, Blockmasons, and Stonemasons",472021,47,472,4720
47-2022,Stonemasons,47-0000,Construction and Extraction Occupations,47-2000,Construction Trades Workers,47-2020,"Brickmasons, Blockmasons, and Stonemasons",472022,47,472,4720
47-2031,Carpenters,47-0000,Construction and Extraction Occupations,47-2000,Construction Trades Workers,47-2030,Carpenters,472031,47,472,4720
47-2041,Carpet Installers,47-0000,Construction and Extraction Occupations,47-2000,Construction Trades Workers,47-2040,"Carpet, Floor, and Tile Installers and Finishers",472041,47,472,4720
47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",47-0000,Construction and Extraction Occupations,47-2000,Construction Trades Workers,47-2040,"Carpet, Floor, and Tile Installers and Finishers",472042,47,472,4720
47-2043,Floor Sanders and Finishers,47-0000,Construction and Extraction Occupations,47-2000,Construction Trades Workers,47-2040,"Carpet, Floor, and Tile Installers and Finishers",472043,47,472,4720
47-2044,Tile and Stone Setters,47-0000,Construction and Extraction Occupations,47-2000,Construction Trades Workers,47-2040,"Carpet, Floor, and Tile Installers and Finishers",472044,47,472,4720
47-2051,Cement Masons and Concrete Finishers,47-0000,Construction and Extraction Occupations,47-2000,Construction Trades Workers,47-2050,"Cement Masons, Concrete Finishers, and Terrazzo Workers",472051,47,472,4720
47-2053,Terrazzo Workers and Finishers,47-0000,Construction and Extraction Occupations,47-2000,Construction Trades Workers,47-2050,"Cement Masons, Concrete Finishers, and Terrazzo Workers",472053,47,472,4720
47-2061,Construction Laborers,47-0000,Construction and Extraction Occupations,47-2000,Construction Trades Workers,47-2060,Construction Laborers,472061,47,472,4720
47-2071,"Paving, Surfacing, and Tamping Equipment Operators",47-0000,Construction and Extraction Occupations,47-2000,Construction Trades Workers,47-2070,Construction Equipment Operators,472071,47,472,4720
47-2072,Pile Driver Operators,47-0000,Construction and Extraction Occupations,47-2000,Construction Trades Workers,47-2070,Construction Equipment Operators,472072,47,472,4720
47-2073,Operating Engineers and Other Construction Equipment Operators,47-0000,Construction and Extraction Occupations,47-2000,Construction Trades Workers,47-2070,Construction Equipment Operators,472073,47,472,4720
47-2081,Drywall and Ceiling Tile Installers,47-0000,Construction and Extraction Occupations,47-2000,Construction Trades Workers,47-2080,"Drywall Installers, Ceiling Tile Installers, and Tapers",472081,47,472,4720
47-2082,Tapers,47-0000,Construction and Extraction Occupations,47-2000,Construction Trades Workers,47-2080,"Drywall Installers, Ceiling Tile Installers, and Tapers",472082,47,472,4720
47-2111,Electricians,47-0000,Construction and Extraction Occupations,47-2000,Construction Trades Workers,47-2110,Electricians,472111,47,472,4721
47-2121,Glaziers,47-0000,Construction and Extraction Occupations,47-2000,Construction Trades Workers,47-2120,Glaziers,472121,47,472,4721
47-2131,"Insulation Workers, Floor, Ceiling, and Wall",47-0000,Construction and Extraction Occupations,47-2000,Construction Trades Workers,47-2130,Insulation Workers,472131,47,472,4721
47-2132,"Insulation Workers, Mechanical",47-0000,Construction and Extraction Occupations,47-2000,Construction Trades Workers,47-2130,Insulation Workers,472132,47,472,4721
47-2141,"Painters, Construction and Maintenance",47-0000,Construction and Extraction Occupations,47-2000,Construction Trades Workers,47-2140,Painters and Paperhangers,472141,47,472,4721
47-2142,Paperhangers,47-0000,Construction and Extraction Occupations,47-2000,Construction Trades Workers,47-2140,Painters and Paperhangers,472142,47,472,4721
47-2151,Pipelayers,47-0000,Construction and Extraction Occupations,47-2000,Construction Trades Workers,47-2150,"Pipelayers, Plumbers, Pipefitters, and Steamfitters",472151,47,472,4721
47-2152,"Plumbers, Pipefitters, and Steamfitters",47-0000,Construction and Extraction Occupations,47-2000,Construction Trades Workers,47-2150,"Pipelayers, Plumbers, Pipefitters, and Steamfitters",472152,47,472,4721
47-2161,Plasterers and Stucco Masons,47-0000,Construction and Extraction Occupations,47-2000,Construction Trades Workers,47-2160,Plasterers and Stucco Masons,472161,47,472,4721
47-2171,Reinforcing Iron and Rebar Workers,47-0000,Construction and Extraction Occupations,47-2000,Construction Trades Workers,47-2170,Reinforcing Iron and Rebar Workers,472171,47,472,4721
47-2181,Roofers,47-0000,Construction and Extraction Occupations,47-2000,Construction Trades Workers,47-2180,Roofers,472181,47,472,4721
47-2211,Sheet Metal Workers,47-0000,Construction and Extraction Occupations,47-2000,Construction Trades Workers,47-2210,Sheet Metal Workers,472211,47,472,4722
47-2221,Structural Iron and Steel Workers,47-0000,Construction and Extraction Occupations,47-2000,Construction Trades Workers,47-2220,Structural Iron and Steel Workers,472221,47,472,4722
47-2231,Solar Photovoltaic Installers,47-0000,Construction and Extraction Occupations,47-2000,Construction Trades Workers,47-2230,Solar Photovoltaic Installers,472231,47,472,4722
47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",47-0000,Construction and Extraction Occupations,47-3000,"Helpers, Construction Trades",47-3010,"Helpers, Construction Trades",473011,47,473,4730
47-3012,Helpers--Carpenters,47-0000,Construction and Extraction Occupations,47-3000,"Helpers, Construction Trades",47-3010,"Helpers, Construction Trades",473012,47,473,4730
47-3013,Helpers--Electricians,47-0000,Construction and Extraction Occupations,47-3000,"Helpers, Construction Trades",47-3010,"Helpers, Construction Trades",473013,47,473,4730
47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",47-0000,Construction and Extraction Occupations,47-3000,"Helpers, Construction Trades",47-3010,"Helpers, Construction Trades",473014,47,473,4730
47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",47-0000,Construction and Extraction Occupations,47-3000,"Helpers, Construction Trades",47-3010,"Helpers, Construction Trades",473015,47,473,4730
47-3016,Helpers--Roofers,47-0000,Construction and Extraction Occupations,47-3000,"Helpers, Construction Trades",47-3010,"Helpers, Construction Trades",473016,47,473,4730
47-3019,"Helpers, Construction Trades, All Other",47-0000,Construction and Extraction Occupations,47-3000,"Helpers, Construction Trades",47-3010,"Helpers, Construction Trades",473019,47,473,4730
47-4011,Construction and Building Inspectors,47-0000,Construction and Extraction Occupations,47-4000,Other Construction and Related Workers,47-4010,Construction and Building Inspectors,474011,47,474,4740
47-4021,Elevator and Escalator Installers and Repairers,47-0000,Construction and Extraction Occupations,47-4000,Other Construction and Related Workers,47-4020,Elevator and Escalator Installers and Repairers,474021,47,474,4740
47-4031,Fence Erectors,47-0000,Construction and Extraction Occupations,47-4000,Other Construction and Related Workers,47-4030,Fence Erectors,474031,47,474,4740
47-4041,Hazardous Materials Removal Workers,47-0000,Construction and Extraction Occupations,47-4000,Other Construction and Related Workers,47-4040,Hazardous Materials Removal Workers,474041,47,474,4740
47-4051,Highway Maintenance Workers,47-0000,Construction and Extraction Occupations,47-4000,Other Construction and Related Workers,47-4050,Highway Maintenance Workers,474051,47,474,4740
47-4061,Rail-Track Laying and Maintenance Equipment Operators,47-0000,Construction and Extraction Occupations,47-4000,Other Construction and Related Workers,47-4060,Rail-Track Laying and Maintenance Equipment Operators,474061,47,474,4740
47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,47-0000,Construction and Extraction Occupations,47-4000,Other Construction and Related Workers,47-4070,Septic Tank Servicers and Sewer Pipe Cleaners,474071,47,474,4740
47-4091,Segmental Pavers,47-0000,Construction and Extraction Occupations,47-4000,Other Construction and Related Workers,47-4090,Miscellaneous Construction and Related Workers,474091,47,474,4740
47-4099,"Construction and Related Workers, All Other",47-0000,Construction and Extraction Occupations,47-4000,Other Construction and Related Workers,47-4090,Miscellaneous Construction and Related Workers,474099,47,474,4740
47-5011,"Derrick Operators, Oil and Gas",47-0000,Construction and Extraction Occupations,47-5000,Extraction Workers,47-5010,"Derrick, Rotary Drill, and Service Unit Operators, Oil and Gas",475011,47,475,4750
47-5012,"Rotary Drill Operators, Oil and Gas",47-0000,Construction and Extraction Occupations,47-5000,Extraction Workers,47-5010,"Derrick, Rotary Drill, and Service Unit Operators, Oil and Gas",475012,47,475,4750
47-5013,"Service Unit Operators, Oil and Gas",47-0000,Construction and Extraction Occupations,47-5000,Extraction Workers,47-5010,"Derrick, Rotary Drill, and Service Unit Operators, Oil and Gas",475013,47,475,4750
47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",47-0000,Construction and Extraction Occupations,47-5000,Extraction Workers,47-5020,Surface Mining Machine Operators and Earth Drillers,475022,47,475,4750
47-5023,"Earth Drillers, Except Oil and Gas",47-0000,Construction and Extraction Occupations,47-5000,Extraction Workers,47-5020,Surface Mining Machine Operators and Earth Drillers,475023,47,475,4750
47-5032,"Explosives Workers, Ordnance Handling Experts, and Blasters",47-0000,Construction and Extraction Occupations,47-5000,Extraction Workers,47-5030,"Explosives Workers, Ordnance Handling Experts, and Blasters",475032,47,475,4750
47-5041,Continuous Mining Machine Operators,47-0000,Construction and Extraction Occupations,47-5000,Extraction Workers,47-5040,Underground Mining Machine Operators,475041,47,475,4750
47-5043,"Roof Bolters, Mining",47-0000,Construction and Extraction Occupations,47-5000,Extraction Workers,47-5040,Underground Mining Machine Operators,475043,47,475,4750
47-5044,"Loading and Moving Machine Operators, Underground Mining",47-0000,Construction and Extraction Occupations,47-5000,Extraction Workers,47-5040,Underground Mining Machine Operators,475044,47,475,4750
